motif_id,name_en,name_en_google,name_ru,description_en,description_en_google,description_ru,has_berezkin_english,pc_class,pc_subtype,pc_confidence,pc_reason,pc_engine
l44b,"The blind got his sight, the lame got his legs","Blind sight, lame ran","Слепой прозрел, хромой побежал","A blind man and a lame man live together and help each other. When they got mortally scared or became to fight with each other, their eyes and legs were cured","The blind and deaf (lame) began to live together, helping each other. After mortally scared or in a fight with each other, both got rid of their shortcomings","Слепой и глухой (хромой) стали жить вместе, помогая друг другу. После того, как смертельно испугались или подрались друг с другом, оба избавились от своих недостатков",True,,,,,
l45,Duped watchman,Frowned Watchman,Одураченный сторож,"An ogre or a stronger animal catches a man or a weaker animal or drives him into a small enclosure and goes away for a time leaving a watchman. The hero dupes the watchman, escapes. (Most, though hardly all American cases can have post-Columbian African origin)","A strong character drives the weak into a trap and leaves someone to guard the prey; the weak fool the watchman and run away. (A significant part, although hardly all, of American texts may be of recent African descent)","Сильный персонаж загоняет слабого в ловушку и оставляет кого-нибудь сторожить добычу; слабый одурачивает сторожа и убегает. (Значительная часть, хотя вряд ли все, американских текстов может быть недавнего африканского происхождения)",True,,,,,
l46,Head downward,Head down,Вниз головой,"Person ascends, descends, walks head downward or sees the world upside down","The character goes, rises or descends upside down, or sees the world upside down","Персонаж идет, поднимается или спускается вниз головой, либо видит мир перевернутым вверх ногами",True,,,,,
l47,Enemy moves backward and dies,Back to front - killed enemy,Задом наперед – убитый противник,Hero's enemy ascends a tree or rock head downward or walks backward letting the hero better possibility to kill him or to escape,"The enemy of the hero approaches him upside down or backwards, which gives the hero the opportunity to kill him or escape","Противник героя приближается к нему вниз головой или задом наперед, что дает герою возможность убить его или убежать",True,,,,,
l48,Demons devour their comrades,Demons devour their,Демоны пожирают своих,"A man kills (usually in a tree, on a rock, at the edge of a well, of a precipice) and/or throws down one of his enemies. The other enemies do not recognize their comrade and think that their prey is falling down","A hero (usually somewhere on a dais - on a tree, on a rock, on the edge of a precipice or a well) kills and / or drops one of his opponents down. Other opponents do not recognize the comrade and believe that the slain is the hero they are pursuing.","Герой (обычно где-то на возвышении - на дереве, скале, на краю пропасти или колодца) убивает и/или сбрасывает оттуда вниз одного из своих противников. Другие противники не узнают товарища и полагают, что убитый есть преследуемый ими герой",True,,,,,
l49,Body parts falling down,Body parts fall down,Части тела падают вниз,"Body parts of a person or pieces pf his flesh are thrown down successively. Usually, thows who are on the ground take them for game, honey, fish","Separate parts or pieces of the character's body are successively dropped down. Below are usually taken for game, honey, fish","Отдельные части или куски тела персонажа последовательно сбрасываются вниз. Находящиеся внизу обычно принимают их за дичь, мед, рыбу",True,,,,,
l50,Cliff ogre,Cannibal at the trail,Людоед у тропы,"A person distracts attention of those who come to him or her or pass by and kills them, usually throwing down into a precipice, lake, etc.","The character distracts the attention of those who are coming (passing by) and kills them, usually pushing them somewhere down.","Персонаж отвлекает внимание приходящих (проходящих мимо) и убивает их, обычно сталкивая куда-то вниз",True,,,,,
l51,Victims thrown to water creatures,The victim is thrown into aquatic animals.,Жертву бросают водным животным,"A cannibal, a bush spirit or a dangerous animal throws his victims into the precipice where water creatures devour them","The ogre, the spirit, the beast of prey throws the bodies of their victims down where they are devoured by water","Людоед, дух, хищный зверь сбрасывает тела своих жертв вниз, где их пожирают водные существа",True,,,,,
l52,Hero escapes from top of a tree,Hero flies from the top of the tree,Герой улетает с вершины дерева,"Hero hides in a tree from an ogre. Before the ogre gets to fell the tree, the hero flies away or a bird helps him to escape","A person escapes from a pursuer by climbing onto a tree and then flying away from him himself or on the back of the bird, or the bird otherwise helps the hero","Человек спасается от преследователя, забравшись на дерево и затем улетев с него сам или на спине птицы, либо птица иным образом помогает герою спастись",True,,,,,
l53,Stones into the maw,Stones in the mouth,Камни в пасть,"A monstrous animal is killed or neutralized by stones (or pieces of metal, heavy fruits, etc.) thrown into its maw or anus. The stones are usually burning hot","A terrible creature is killed or neutralized by burning hot stones, pieces of iron, etc., thrown into his mouth or anus. (your stones and guarasu have cold stones) or a creature retreats when it threatens to throw a stone into its mouth","Страшное существо убито или нейтрализовано брошенными ему в пасть или в анус раскаленными камнями, кусками железа и т.п. (у вашрам и гуарасу камни холодные) либо существо отступает, когда ему в пасть грозят бросить камень",True,,,,,
l54,Lake coming to boil,Boiling lake,Вскипевшее озеро,"To overcome a disaster, hot stones or ashes are thrown into the water","To overcome disaster, hot stones or ashes are thrown into the water.","Чтобы одолеть бедствие, горячие камни или золу бросают в воду",True,,,,,
l55,Monster killed with hot liquid,Boiling water in the mouth,Кипяток в пасть,"To kill a dangerous animal or monster, acrid or hot liquid (boiling water, resin, soup, etc.) is poured into one of his body orifices","To neutralize a dangerous enemy, one of the holes in his body is poured caustic or boiling liquid.","Чтобы обезвредить опасного противника, в одно из отверстий его тела льют едкую или кипящую жидкость",True,,,,,
l56,Fire in monster’s belly,Bonfire in the womb of the beast,Костер в чреве чудовища,A monster or a big animal dies when fire is kindled in its belly,A monster or a huge animal dies from a fire bred in its womb.,"Чудовище или огромное животное гибнет от огня, разведенного в его чреве",True,,,,,
l57,Person gets his body part back,The character returns his body,Персонаж возвращает свой орган,"Person loses his organ or body part, it is carried away. He finds its new owner, gets his property back","The character loses its internal organ, part of the body, they are carried away by others; he quietly approaches, takes the lost","Персонаж теряет свой внутренний орган, часть тела, их уносят другие; он незаметно подходит, забирает потерянное",True,,,,,
l57a,Hero’s companion gets his body part back,Hero's companion returns his body,Спутник героя возвращает его орган,"Person is deprived of his organ or body part, dies or becomes ill. Another person gets it back and the first one revives (becomes strong again)","Hostile creatures seize part of the body of the character, he dies or is ill. Another returns the missing part, the character comes to life or recovers","Враждебные существа завладевают частью тела персонажа, тот умирает или болеет. Другой возвращает пропавшую часть, персонаж оживает или выздоравливает",True,,,,,
l57b,Demon comes to get his body part back,The demon comes for part of his body,Демон приходит за частью своего тела,"Person cuts off and uses part of the body of demonic creature. The demon comes after it, usually kills or maims the person","Man tears off, cuts off part of the body of a demonic creature, uses it. The demon comes for the lost part, usually kills or cripples a person","Человек отрывает, отрезает часть тела демонического существа, использует ее. Демон приходит за утраченной частью, обычно убивает или калечит человека",True,,,,,
l58,Avaricious man,Stingy man,Скупой мужчина,"A man does not share food with his wife or kinsfolk. He or his food is transformed (turns into a bird, into worms, etc.) in punishment",The person refuses food to the next of kin; as punishment he or his food changes its nature,Человек отказывает в пище ближайшим родственникам; в наказание он или его пища меняют свою природу,True,,,,,
l59,Avaricious woman: metamorphosis,Mean woman: metamorphosis,Скупая женщина: метаморфоза,"Man's wife, sister or mother eats all the nest food alone, she is transformed in punishment","The woman alone eats the best food or eats the fruit, until they are ripe; in punishment is experiencing metamorphosis","Женщина одна съедает лучшую пищу или съедает плоды, пока они не дозрели; в наказание испытывает метаморфозу",True,,,,,
l59a,Stuck to a whale,Stuck to the whale,Прилипшие к киту,People who treated badly the hero or his son are pulled into the sea and turn into sea animal or into parts of its body or into parasites on its hide,"People who mocked a hero or his son, dragged into the sea, turn into a sea animal either in parts of his body or in parasites","Люди, издевавшиеся над героем или над его сыном, утянуты в море, превращаются в морское животное либо в части его тела или в паразитов на шкуре",True,,,,,
l5c,Rolling head pursues people,Head pursuer,Голова-преследователь,"A monstrous head pursues luminaries, people or sticks to person's body","Monster head pursues luminaries, people or sticks to another's body","Голова-чудовище преследует светила, людей или прилипает к чужому телу",True,,,,,
l5d,Head is thirsty,Head wants to drink,Голова хочет пить,Rolling head suffers thirst,Rolling head suffers from thirst,Катящаяся голова страдает от жажды,True,,,,,
l5e,Wife’s headless body pursues her husband,Headless body chases husband,Обезглавленное тело преследует мужа,The beheaded woman pursues her husband while her head pursues her children,"The headless body of a woman pursues her husband, and her head pursues her children.","Обезглавленное тело женщины преследует мужа, а ее голова преследует ее детей",True,,,,,
l5f,Helpful skull,Good skull,Добрый череп,"A bodiless head, face, or skull is a woman's husband, suitor or son. He is not dangerous but a good provider, saves people from hunger, etc.","The head, face, or skull is the husband, the bridegroom, or the son of a woman; not dangerous for her, brings wealth, saves people from hunger, etc.","Голова, лицо или череп – муж, жених или сын женщины; не опасен для нее, приносит богатство, спасает людей от голода и т.п.",True,,,,,
l5g,Elder sister’s head rolls after her younger sister,The head of the older sister rolls behind the younger one.,Голова старшей сестры катится за младшей,Only head remains from a girl. It rolls after her younger sister or sisters or they take it with them. Ultimately the head finds a place to stop,"From one of the sisters remains only the head. She goes after another sister or sisters, or they take her with them; eventually the head finds a place where it wants to settle","От одной из сестер остается лишь голова. Она катится за другой сестрой или сестрами или те берут ее с собой; в конце концов голова находит место, где хочет обосноваться",True,,,,,
l5h,"Person stuck in an opening, head is torn off",Severed head stuck in the hole,Оторванная голова застрявшего в отверстии,"Two sisters or two brothers get into demon's house. One crawls out through a tiny opening, another sticks there. Brother or sister pulls him or her by the head but tears it off","Two sisters or two brothers are in the house of a demon or in front of an obstacle. One or one crawls through a narrow opening. Another or other is stuck. A brother or sister pulls his or her head, the head comes off","Две сестры или двое братьев оказываются в доме демона или перед препятствием. Одна или один пролезает сквозь узкое отверстие. Другая или другой застревает. Брат или сестра тянут его или ее за голову, голова отрывается",True,,,,,
l6,Demon clings to person,Demon stuck,Демон-прилипала,"A demonic being demands that a person would carry it permanently, clings to his shoulder or back","The creature requires the other person to wear it all the time, not allowing them to lose themselves.","Существо требует, чтобы другой человек его постоянно носил, не позволяет сбросить себя",True,,,,,
l60,Picked up baby-demon,Matched demon baby,Подобранный младенец-демон,Two or more sisters pick up a baby boy. In their absence he turns into adult man but when they come back they find him again in guise of a baby lying in its cradle,"Several sisters pick up the baby. In their absence, he turns into an adult man, and when they approach, he becomes a child again. Having taken its true appearance, the demon pursues the sisters","Несколько сестер подбирают младенца. В их отсутствие тот превращается во взрослого мужчину, а при их приближении снова в ребенка. Приняв свой истинный облик, демон преследует сестер",True,,,,,
l61,Endocannibal,Samed,Самоед,Person devours his or her own flesh or disembowels himself or herself,"The character eats itself, gut, or kills to be eaten","Персонаж сам себя поедает, потрошит, либо убивает, чтобы быть съеденным",True,,,,,
l62,Stone man,Stone man,Каменный человек,Stone man kills people but ultimately is killed himself,"Stone man kills people, but then he himself is killed","Каменный человек убивает людей, но затем сам убит",True,,,,,
l63,Person eats with vagina or anus,Eats anus or vagina.,Ест анусом или вагиной,Person eats food with her toothed vagina or with her or his anus,Character eats food toothy bosom or anus,Персонаж поедает пищу зубастым лоном или анусом,True,,,,,
l64,Removable head,Detachable head,Съемная голова,"Person removes part of his or her body (head, scalp, lungs) and then puts it back","A certain character removes, removes a part of his body (head, scalp, lungs), picks up, puts back","Некий персонаж снимает, вынимает часть своего тела (голову, скальп, легкие), берет в руки, помещает назад",True,,,,,
l65,Demonic baby,Scary baby,Страшный младенец,"A baby or small child proves to be a demon, devours or injures people",A baby or small child turns out to be a demon that kills people.,"Младенец или маленький ребенок оказывается демоном, убивает людей",True,,,,,
l65a,The cannibal sister,Cannibal sister,Сестра-людоедка,"A girl born to the family or found proves to be a monster, devours people. Her brother escapes, (usually marries and returns home, finds that everybody had been eaten up), runs away, she pursues him but cannot get","A daughter is born, or people find a girl; she is a monster or turns into a monster, devours everyone. Her brother is saved (usually leaves, marries, returns), she unsuccessfully pursues him","Рождается дочь, либо люди находят девочку; она монстр или превращается в монстра, всех пожирает. Ее брат спасается, (обычно уходит, женится, возвращается), она его безуспешно преследует",True,,,,,
l65b,Dogs save their master,Rescue dogs,Собаки-спасители,A demonic woman or (rare) her paramour or a monster is going to kill a man usually after driving him up a tree. At the last moment the man's dogs or other animals or birds who are the man's pets come and kill the demon,"A demonic woman, less often her lover or another monster, is ready to kill or kill a hero. Dogs (or the animals and birds that replace them - lions, bears, eagles, etc.) come running (fly in), save the hero and kill the demon. (In most cases, dogs resort at a time when the cannibal is ready to knock down a tree onto which the hero climbed.)","Демоническая женщина, реже ее любовник или иной монстр, готовы убить или убивают героя. Собаки (или замещающие их звери и птицы – львы, медведи, орлы и т.п.) прибегают (прилетают), спасают героя и убивают демона. (В большинстве случаев собаки прибегают в тот момент, когда людоедка готова повалить дерево, на которое забрался герой)",True,,,,,
l65c,Cannibal elder sister,Older sister cannibal,Старшая сестра-людоедка,The eldest of three or more sisters becomes a cannibal and devours her sisters and other people,"The eldest of three or more sisters turns out to be a cannibal, devouring younger sisters and other people.","Старшая из трех или более сестер оказывается людоедкой, пожирает младших сестер и других людей",True,,,,,
l65d,Younger sister of cannibal woman,Cannibal younger sister,Младшая сестра людоедки,"When the elder sister becomes a cannibal, the younger one (temporarily) escapes. Cf. motifs L1B, L65C","When the older sister became a cannibal, the younger (temporarily) is saved. Wed motives L1B, L65C.","Когда старшая сестра сделалась людоедкой, младшая (временно) спасается. Ср. мотивы L1B, L65C.",True,,,,,
l66,Tunnel under the monster,Underground passage under the monster,Подземный ход под чудовище,"A small animal digs an underground hole to the place where the monstrous stag, elk, antelope, or buffalo lies. Hero climbs along the tunnel and kills the monster","To help the hero, a small animal digs into the underground passage under the monster, and the hero strikes a blow to the bottom.","Чтобы помочь герою, маленькое животное прокапывает под лежащее чудовищем подземный ход, и герой наносит тому удар снизу",True,,,,,
l67,Monster’s hair gnawed off,Chewed wool,Обгрызенная шерсть,"After digging a tunnel under a lying monstrous animal, a small animal (usually a mouse) bites off the monster's hair at a certain place. Hero kills the monster thrusting his spear or arrow through the hairless place into the monster's heart","After digging the underground passage to the monstrous ungulate lying there, a small animal nibbles the wool from the place where the heart beats; the hero thrusts a spear or an arrow into this place","Прокопав подземный ход к лежащему чудовищному копытному, малень­кое животное обгрызает шерсть с того места на шкуре, где бьется сердце; герой вонзает в это место копье или стрелу",True,,,,,
l68,Two companions in the night,Two in the night,Двое в ночи,Person turns into monster at night when he remains alone with his companion in the wilderness,"A person experiences a monstrous metamorphosis, remaining (usually at night in a deserted place) alone with his companion","Человек испытывает чудовищную метаморфозу, оставшись (обычно ночью в безлюдном месте) наедине со своим спутником",True,,,,,
l69,Puma rescues man from a monster,Puma defeats the monster,Пума побеждает чудовище,A man is attacked by a monster but puma or jaguar fights with the monster and rescues the man,"The monster attacks the man; a puma, jaguar or dog fight a monster, kill or drive it away; man returns home","На человека нападает чудовище; пума, ягуар или пес сражаются с чудовищем, убивают или прогоняют его; человек возвращается домой",True,,,,,
l6a,Asks to be carried,Requests incur,Просит понести,Person that looks weak and feeble asks a man to carry him or her on his back and refuses to leave him,"Plain, weak-looking character asks a person to carry him or her on his back, and then refuses to get off","Невзрачный, слабый на вид персонаж просит человека понести его или ее на спине, а затем отказывается слезать",True,,,,,
l7,Chasing an animal by mistake,By mistake rushes for animals,По ошибке бросается за животным,"Instead of chasing a person, a bush spirit, a monster or a dangerous animal follows by mistake an object or animal that moves nearby","In pursuit of a person, a spirit, a monster, or a beast, it mistakenly rushes after a large moving object, usually an animal, that passes by","Преследуя человека, дух, чудовище или зверь по ошибке бросается вслед за проносяшимся мимо большим двужущимся объектом, обычно животным",True,,,,,
l70,Fruit falls and kills,Discarded fruit,Сброшенный плод,"Person or animal is killed or injured with a heavy object dropped from a tree (or rock, etc.). The person or the animal knows that the objects will fall but has falls ideas about its character and weight","The character is killed or crippled by an object dropped from above, which he expects to fall, but has a wrong idea about character or gravity (fruit, piece of bark, turtle, log, etc.)","Персонаж убит или покалечен сброшенным сверху предметом, падения которого он ожидает, но о характере или тяжести имеет превратное представление (плод, кусок коры, черепаха, полено и т.п.)",True,,,,,
l71,Tip of a branch,The end of a thin branch,Конец тонкой ветки,"Person has killed an animal. A trickster attempts to appropriate all the meat. The person gets to carry the meat to the top of a tree and helps the trickster (or trickster's child) to get there too to share their meal. After eating, the trickster wishes to defecate or (rare) to drink. The person points to the tip of a thin branch as a right place for doing it. The trickster climbs there, falls and dies","The character kills the animal; the trickster is trying to pick up the meat; the character raises the meat on the tree; helps the trickster or his cub to climb too; having eaten, who has risen, wants to relieve himself or (less often) drink the character indicates that this can be done at the end of a thin branch; trickster or cub trickster climbs, falls, breaks to death","Персонаж убивает животное; трикстер пытается забрать мясо; персонаж поднимает мясо на дерево; помогает трикстеру или его детенышу тоже залезть; поев, поднявшийся хочет справить нужду или (реже) попить; персонаж указывает, что это можно сделать на конце тонкой ветки; трикстер или детеныш трикстера лезет, падает, разбивается насмерть",True,,,,,
l72,The obstacle flight,Magic flight,Магическое бегство,"Running away from a dangerous being, person throws objects that turn into mighty obstacles on the way of the pursuer","When fleeing, the character throws behind him small objects that turn into powerful obstacles in the path of the pursuer or (rarely) the pursuer creates such obstacles in the path of the fugitives.","Спасаясь бегством, персонаж бросает позади себя небольшие предметы, превращающиеся в мощные препятствия на пути преследователя либо (редко) преследователь создает такие препятствия на пути беглецов",True,,,,,
l72a,Comb becomes a thicket,Comb-thicket,Гребень-чаща,"Running away from a dangerous being, person throws objects that turn into mighty obstacles on the way of the pursuer. One of the thrown objects is a comb which usually turns into a thicket","While fleeing, the character throws behind him small objects that turn into powerful obstacles in the path of the pursuer or (rarely) the pursuer creates obstacles in the path of the fugitives. One of the abandoned objects is a comb or brush, it turns into an obstacle (almost always a thicket. (In South America, the motive is highly likely to be of Spanish origin)","Спасаясь бегством, персонаж бросает позади себя небольшие предметы, превращающиеся в мощные препятствия на пути преследователя либо (редко) преследователь создает препятствия на пути беглецов. Один из брошенных предметов – гребень или щетка, он превращается в препятствие (почти всегда в чащу. (В Южной Америке мотив с высокой вероятностью испанского происхождения)",True,,,,,
l72b,Whetstone becomes a mountain,Oselok-gora,Оселок-гора,"Running away from a dangerous being, person throws objects that turn into mighty obstacles on the way of the pursuer. One of the thrown objects is a whetstone which turns into a mountain","While fleeing, the character throws behind him small objects, turning into powerful obstacles in the path of the pursuer. One of the abandoned objects is the whetstone.","Спасаясь бегством, персонаж бросает позади себя небольшие предметы, превращающиеся в мощные препятствия на пути преследователя. Один из брошенных предметов – оселок, точило",True,,,,,
l72c,Obstacle flight: the thrown mirror,Magic flight: abandoned mirror,Магическое бегство: брошенное зеркало,"Running away from a dangerous being, person throws a mirror behind him or her creating an obstacle on the way of the pursuer (ice, lake, etc.)","Fleeing, the character throws behind him a mirror that turns into an obstacle for the pursuer (ice, lake, etc.)","Спасаясь бегством, персонаж бросает позади себя зеркало, которое превращается в препятствие для преследователя (лед, озеро и т.п.)",True,,,,,
l72d,Obstacle flight: the thrown scissors,Magic Flight: Abandoned Scissors,Магическое бегство: брошенные ножницы,"Running away from a dangerous being, person throws a pair of scissors behind him or her creating an obstacle on the way of the pursuer","Fleeing, the character throws behind him scissors, which turn into some kind of obstacle in the path of the pursuer","Спасаясь бегством, персонаж бросает позади себя ножницы, которые превращаются в какое-нибудь препятствие на пути преследователя",True,,,,,
l72e,Pursuer is delayed hiding his axe,Chaser spends time hiding an ax,"Преследователь тратит время, пряча топор",To break obstacles created by hero the pursuer uses an axe or other tools and is further delayed hiding them or taking them back to his home because birds or animals warn him that otherwise his tools will be stolen,"To destroy the obstacles created by the hero, the pursuer uses an ax or other tools. Before pursuing the chase, he has to spend time taking them home or hiding them, as animals or birds warn that tools will be stolen otherwise.","Чтобы разрушить созданные героем препятствия, преследователь использует топор или другие инструменты. Прежде, чем продолжить погоню, он вынужден тратить время на то, чтобы отнести их домой или спрятать, поскольку животные или птицы предупреждают, что иначе инструменты будут украдены",True,,,,,
l72f,Obstacle flight: the thrown entrails,Abandoned Offal,Брошенные потроха,"Running away from a dangerous being, person throws entrails or contents of the stomach of an animal creating an obstacle on the way of the pursuer","Fleeing, the character throws behind himself the entrails or the stomach contents of the animal, which turn into an obstacle in the path of the pursuer","Спасаясь бегством, персонаж бросает позади себя потроха или содержимое желудка животного, которые превращаются в препятствие на пути преследователя",True,,,,,
l72g,Obstacle flight: the thrown salt,Salt thrown,Брошенная соль,"Running away from a dangerous being, person throws salt creating an obstacle on the way of the pursuer","Fleeing, the character throws salt behind him, which turns into an obstacle in the path of the pursuer","Спасаясь бегством, персонаж бросает позади себя соль, которая превращаются в препятствие на пути преследователя",True,,,,,
l73,Ogre tries to drink a river dry and bursts,Drink the river,Выпей реку,The antagonist tries to drink a river or sea and bursts,"Trying to drink the river, the lake, the sea, the antagonist bursts","Пытаясь выпить реку, озеро, море, антагонист лопается",True,,,,,
l73a,"Darkness behind, light ahead","Darkness behind, light ahead","Тьма позади, свет впереди",The fugitives create light in front of them and darkness behind them to trouble the pursuer,"The fugitives make light shine in front of them, and darkness creeps behind, interfering with the pursuer","Беглецы делают так, что впереди них льется свет, а позади стелется тьма, мешающая преследователю",True,,,,,
l74,The returned hand,Return hand,Возвращенная рука,"A bear or other dangerous being tears off and carries away a hand of a person and holds it at his sleeping place. Another person steals the hand, gives it back to the owner","A bear or another powerful character tears off and takes another's hand. The third character kidnaps the hand, returns it to the one from whom it was torn off","Медведь или иной могущественный персонаж отрывает и уносит руку другого. Третий персонаж похищает руку, возвращает ее тому, у кого ее оторвали",True,,,,,
l74a,Hung over fire,Hanged over the hearth,Повешенный над очагом,An antagonist carries away the hero or rips off and carries away his limb and hangs the prisoner or the limb (usually over the fire). The hero is suffering from pain. Another personage saves the hero or brings his limb back,"The enemy takes the hero or tears off and takes part of his body, then hangs up his victim or part of the body (usually over fire) in order to cause the victim suffering. Another character saves the hero himself or returns the stolen body part to him.","Противник уносит героя либо отрывает и уносит часть его тела, после чего вешает свою жертву или часть тела (как правило - над огнем), дабы причинить жертве мучения. Другой персонаж спасает самого героя или возвращает ему похищенную часть тела",True,,,,,
l75,Flint kills his mother,Flint kills mother at birth,Кремень убивает мать при рождении,"One of twin brothers is evil. Being still in the womb, he does not want to be born in a normal way and bursts through his mother’s side killing her","One of the two brothers is the embodiment of evil; at birth cuts the body of his mother, killing her","Один из двух братьев есть воплощение зла; при рождении разрезает тело своей матери, убивая ее",True,,,,,
l76,Ogress devours testicles,Cut off testicles,Оторванные тестикулы,An ogress attacks her male victim devouring or pulling off his testicles,"When an ogre attacks a man, she eats or tears off his testicles.","Когда людоедка набрасывается на мужчину, она пожирает или отрывает его тестикулы",True,,,,,
l77,Girl seen as a fruit eaten up,The girl seems to be a pineapple,Девушка кажется ананасом,Person sees or smells people as delicious objects and devours them,"The character eats people, because sees instead a delicacy","Персонаж пожирает людей, т.к. видит вместо них деликатес",True,,,,,
l78,Toad-jaguar,Frog-jaguar,Жаба-ягуар,Mixed traits of toad and jaguar in iconography; a toad or frog transforms into a jaguar; a toad or frog is a jaguar's mother or wife,"In the images, the character has signs of a jaguar and toad; the toad / frog turns into a jaguar; the frog is the mother or the wife of the jaguar",На изображениях персонаж обладает признаками ягуара и жабы; жаба/лягушка превращается в ягуара; жаба/лягушка является матерью или женой ягуара,True,,,,,
l79,"Two co-wives, human and monstrous",Two wives: girl and monster,Две жены: девушка и чудовище,A girl marries a powerful benevolent man. His first wife is a monster. The man kills her or is glad that she is killed by his human wife,The girl goes for a powerful benevolent character; his first wife is a monster; he kills her or is pleased that she is murdered by his new wife,"Девушка выходит за могущественного благожелательного персонажа; его первая жена - чудовище; он убивает ее или доволен, что та убита его новой женой",True,,,,,
l7a,Sticking demon: first to person and then to animal,"Stuck: first to man, then to animal","Прилипала: сперва к человеку, потом к животному",A demon who sticks to other creatures and refuses to get down sticks first to a person and then to an animal or first to an animal and then to a bird,"A character who sticks to another creature and refuses to get off, first sticks to the person, and then to the animal, or first sticks to the animal, and then to the bird","Персонаж, который прилипает к другому существу и отказывается слезть, сперва прилипает к человеку, а затем к животному, либо сперва прилипает к животному, а затем к птице",True,,,,,
l7b,Chasing a gourd-vessel by mistake,"By mistake, rushes for the calabash",По ошибке бросается за калебасой,"Instead of chasing a person, a bush spirit, a monster or a dangerous animal follows by mistake a gourd vessel that floats downriver","In pursuit of a person, a spirit, a monster, or a beast, mistakenly rushes after a calabash launched along the river","Преследуя человека, дух, чудовище или зверь по ошибке бросается за пущенной по реке калебасой",True,,,,,
l80,A drop of blood,A drop of blood,Капля крови,A demonic person or animal is killed but revives or can revive if a small piece of its flesh or blood goes out of control,"A demonic creature or animal is killed, but comes to life or can come to life if at least a small part of its flesh or blood remains abandoned, not seen","Демоническое существо или животное убито, но оживает или может ожить, если хотя бы небольшая частичка его плоти или крови останутся брошены, не замечены",True,,,,,
l81,Demon’s fire,Fire demon,Огонь демона,Person sets off in search of fire and finds it in the house of a demon. The demon makes harm to the person,"He who goes looking for fire finds it in a demon. The demon chases the man, hurts him, kills","Пошедший искать огонь находит его у демона. Демон преследует человека, причиняет ему вред, убивает",True,,,,,
l81a,Cat brings a misfortune,Cat extinguishes the fire,Кошка гасит огонь,"Because a girl or young woman offends a cat (rare: a dog), it plays a trick that brings the girl a misfortune (usually extinguishes the fire and in search of it the girl gets to a demon)","The girl offended the cat (rarely: the dog) and in retaliation she arranges the girl so that the girl is in misfortune (usually the cat puts out the fire, following which she goes to the demon)","Девушка обидела кошку (редко: собаку) и та в отместку подстраивает так, что девушку постигает несчастье (обычно кошка гасит огонь, пойдя за которым девушка попадает к демону)",True,,,,,
l81a1,Red bead in the hearth,Red bead in the hearth,Красная бусинка в очаге,Person takes for alive coal a red bead (stone) that fell into the hearth and does not understand that the fire is extinguished,"Having noticed a red bead (pebble) that has fallen into the hearth, the character thinks that it is a coal and does not understand that the fire in the hearth has gone out","Заметив упавшую в очаг красную бусинку (камешек), персонаж думает, что это уголек и не понимает, что огонь в очаге погас",True,,,,,
l81a2,Demon comes to drink blood of a girl,The demon comes to drink the blood of the girl,Демон приходит пить кровь девушки,"While the men of the household are not at home, a demonic person comes to drink blood of a girl or young woman. Initially the men do not understand why the girl becomes thin","While men are not at home, a demonic character comes to a girl or young woman to drink her blood. Men notice that the girl languishes, but do not immediately understand the reason","Пока мужчин нет дома, к девушке или молодой женщине приходит демонический персонаж, чтобы пить ее кровь. Мужчины замечают, что девушка чахнет, но не сразу понимают причину",True,,,,,
l81a3,Demon with a golden spoon,Demon with a golden spoon,Демон с золотой ложкой,"A girl meets a demon who is disgusting and terrible. When the demon gets to see her again, he (or she) asks her what had she told about him (what had she seen). The girl answers that the demon was beautiful (clad in gold, etc.). Usually at the last meetings the girl tells the demon truth. He is enraged and the men who hide nearby kill him","The girl sees the demon in a frightening and disgusting appearance. When the next time he asks what she said about him (what she saw), the girl replies that she praised his beauty and manners (seen in an attractive form). Usually the girl finally answers the truth, and the men hiding in the ambush kill the angry demon","Девушка видит демона в устрашающем и отвратительном облике. Когда тот в следующий раз спрашивает, что она про него рассказывала (что она видела), девушка отвечает, что хвалила его красоту и манеры (видела в привлекательном облике). Обычно девушка в конце концов отвечает правду, а спрятавшиеся в засаде мужчины убивают разъяренного демона",True,,,,,
