motif_id,motif_base,name,description,n_traditions,pareidolic,perceptual_class,perceptual,perceptual_v2,is_celestial,pc_class,pc_subtype,pc_engine
m52_11,m52,Butchered carcass,A small animal (not a predator) or a weak person kills a big game. He asks another (animal-)person to skin or butcher the carcass. The latter is willing but takes or tries to take all the meat for himself,28,False,,False,False,False,NONE,,rule
m53_11,m53,Hoodwinked dancers,"Person invites birds or animals (usually geese and ducks) to dance or stand around him and concentrate their attention on some activity (usually to dance with their eyes shut), kills them, usually one by one. Or (rare) he dances himself with his eyes shut and then kills water fowl who gather around him",56,False,,False,False,False,NONE,,rule
m53a_11,m53a,Raven and seals,Raven tricks seals or other water mammals to gather around him and kills them by deception,6,False,,False,False,False,NONE,,rule
m53b_11,m53b,Bag with songs,Trickster pretends to have songs in his bag,15,False,,False,False,False,NONE,,rule
m53c_11,m53c,Red eyes,"Trickster suggests water fowl to dance around him with their eyes shut, kills them one by one. He warns that eyes of a bird who would open them become red. In some versions, the bird who opened its eyes got them really red",16,False,,False,False,False,NONE,,rule
m53d_11,m53d,Would believe enemies,"Person creates figures that look like enemies or pretends that enemies come. People run away, person gets all valuables for himself",14,False,,False,False,False,NONE,,rule
m53e_11,m53e,Would believe evil omen,"Person (always a raven) kills a whale. When people come, he tells them about some circumstances that can make the meat dangerous. People do not dare to touch the meat and the deceiver eats it alone",7,False,,False,False,False,NONE,,rule
m53f_11,m53f,Disguised trickster eats up all the food,"Taking part in storing up food, person pretends to go away for some reason, returns disguised as a monster or predator, people are scared and run away, the deceiver eats up all the food but is ultimately unmasked",3,False,,False,False,False,NONE,,rule
m54_11,m54,Runway awakes in the same house,A man runs away from the house of powerful person but in the morning awakens in the same house again,10,False,,False,False,False,NONE,,rule
m55_11,m55,Sprinkling hot coals,"A man or a weaker animal leads the stronger one to a place that is allegedly dangerous (hot coals, ashes, sticks, etc. can fall there at night). When his companion is asleep, man throws sticks, sprinkles hot ashes or coals on him pretending that they fall on them both",5,False,,False,False,False,NONE,,rule
m56a_11,m56a,Alligator’s secret,A man or an animal beats alligator but it remains unharmed and says that he would be killed if stricken in one special place on his body. The next time the same person strikes alligator this way and kills it,16,False,,False,False,False,NONE,,rule
m56b_11,m56b,To bring tears and skins,"A weak person's demand will be granted if he brings a skin (paw, tears, etc.) of animals stronger than he. He fulfills the task using tricks (but usually does not receive the promised reward)",8,False,,False,False,False,NONE,,rule
m56c_11,m56c,To measure a snake,Person promises to bring a snake. The snake agrees to let him measure it. He ties the snake to a measuring stick or during the measuring finds a vulnerable place on the snake’s body,4,False,,False,False,False,NONE,,rule
m56d_11,m56d,To fill container with flies,"Person promises to fill container with small flying creatures which are alive. When he expresses his doubts that the creatures are numerous enough to fill the container, they fly in and he closes the lid",5,False,,False,False,False,NONE,,rule
m57a_8,m57a,Bears discharged from body,"Instead of common body discharges man or woman urinates, spits, etc. beads, flowers, gold and other valuables",96,False,,False,False,False,NONE,,rule
m57b_8,m57b,Sweat of the Sun and tears of the Moon,Beads or metals are discharged by bodies of deities,15,False,,False,False,True,MENTION,celestial,rule
m57c_11,m57c,Ass defecates gold,"A domestic animal (ass, cow, horse) defecates gold or food",76,False,,False,False,False,NONE,,rule
m57d_11,m57d,"Beat, cudgel!","Person first gets magic objects that bring food or treasure and after this he receives a cudgel (a whip, etc.) that beats people, usually those who have stolen the first objects. (In Greek text the stealer of magic objects is punished otherwise)",93,False,,False,False,False,NONE,,rule
m58_10,m58,Plant or trail saves from fire,"World is ablaze, fire pursues a person. Some objects or elements do not resist the heat and cannot hide him. The last named gives protection. Earth becomes cool, person continues his travel",13,False,,False,False,False,NONE,,rule
m59_11,m59,Treacherous rider kills ferry animal,"A small animal asks bigger one to bring him across the stream, rejects one by one all possible places to sit; finds the position that lets him kill the big animal after crossing the stream",25,False,,False,False,False,NONE,,rule
m59a_11,m59a,Porcupine waiting for ferryman,"Porcupine asks other animal to ferry him across river, rejects different places to sit, occupies a place where he can easily kill the animal after crossing the river and really kills him",17,False,,False,False,False,MENTION,terrestrial,rule
m60_10,m60,Sham doctor: finished off enemy,"Hero wounds monstrous enemy, then masks as a doctor, kills his patient instead of curing him",36,False,,False,False,False,NONE,,rule
m60a_10,m60a,Unrecognized hero comes to one whom he wounded,"Hero wounds an animal or a supernatural creature, then masks as a doctor, comes unrecognized to the one whom he wounded, either cures or kills him",59,False,,False,False,False,NONE,,rule
m60a1_10,m60a1,Herdsman explains how to ferry cattle,"To come unnoticed to his adversaries, the hero takes the guise of a herdsman and before that gets know from the real herdsman how to ferry the cattle across a river",10,False,,False,False,False,MENTION,terrestrial,rule
m60a2_10,m60a2,False servant licks soles,A servant has to lick soles or a wound of his master or mistress. The hero comes disguised as the servant and instead of licking the soles rubs them (rubs the wound) with a cut off animal tongue,12,False,,False,False,False,MENTION,terrestrial,rule
m60b_11,m60b,False doctor: a finished off victim,The deceiver who promised to cure a sick or wounded person or animal devours him,35,False,,False,False,False,NONE,,rule
m61a_11,m61a,"To obtain valuables, quarrel provoked","To obtain valuables person provokes a quarrel between their owners. When the owners become to fight with each other, the valuables fall out",9,False,,False,False,False,NONE,,rule
m61a1_11,m61a1,Person provokes a quarrel between two birds,"To provoke a quarrel between a gull and another bird, person (always a raven) tells each one that the other was insulting him",4,False,,False,False,False,NONE,,rule
m61a2_11,m61a2,Person provokes a quarrel between two birds,"To provoke a quarrel between two different stones, person (always a raven) tells each one that the other was insulting him",5,False,,False,False,False,MENTION,terrestrial,rule
m61a3_11,m61a3,Person provokes a quarrel between two fish,"To provoke a quarrel between two different fish, person tells each one that the other was insulting him",4,False,,False,False,False,NONE,,rule
m62a_11,m62a,Quarrel provoked by action,Hero imperceptibly causes detriment to two persons or creatures. They accuse each other and fight,53,False,,False,False,False,NONE,,rule
m62b_11,m62b,Trying to hit the hero hit each other,Two or more personages direct their weapons against the hero who is between them but hit each other,19,False,,False,False,False,NONE,,rule
m62c_11,m62c,Pulling a rope,A weak animal-person agrees separately with two strong ones to pull a rope with him. They do not know that are engaged into tug-of-war with each other or that the rope is tied to a tree. (In New World motif borrowed from Afroamericans),26,False,,False,False,False,MENTION,terrestrial,rule
m62d_11,m62d,Hare in rotten hide,"Trickster puts on a rotten hide of an animal and, being unrecognized, pretends to be victim of hare’s magic. Animals are frightened and decide not to pay the hare back for his tricks",6,False,,False,False,False,NONE,,rule
m62e_11,m62e,One field and two workers,"A weak person makes a separate agreement with two strong ones to cultivate a field. The strong ones do not know about each other, and ultimately the weak one takes all the harvest himself.",4,False,,False,False,False,NONE,,rule
m62f_11,m62f,Every next assistant kills previous one,"Person invites in succession others to help him in his work. Every next one is stronger than the one who came before and eats him up, the last two perish when they begin to fight",4,False,,False,False,False,NONE,,rule
m63_10,m63,Body parts enumerated,"Before finding a part of the body that is the best for some particular function, other parts are proven or enumerated",46,False,,False,False,False,NONE,,rule
m64_11,m64,Person pretends to possess resources,"To get valuables (food, fire) concealed by their owner, person pretends that the valuables are already in his possession",15,False,,False,False,False,NONE,,rule
m65_11,m65,"Trickster jammed, meat stolen","Trickster cooks meat got by deception but is unexpectedly jammed between trees or stuck to a stone. An animal (usually fox, wolf or coyote) steals all the meat",29,False,,False,False,False,MENTION,terrestrial,rule
m65a_11,m65a,Squeaking tree ,"Trees squeak in the wind. Trickster hears a noise, climbs up the tree and is caught between limbs",20,False,,False,False,False,MENTION,terrestrial,rule
m65b_11,m65b,The lost quarry,"Person kills game (usually by deception), gets to see how thieves carry it away but is unable to intervene",28,False,,False,False,False,NONE,,rule
m66_11,m66,Itch after artichoke eating,"After eating certain plant, small animal, or rubbing it over his body, person suffers from itch, diarrhea, or from breaking wind",23,False,,False,False,False,NONE,,rule
m67_11,m67,Trickster gone with a wind,Imprudent trickster produces wind that carries him away,11,False,,False,False,False,NONE,,rule
m68_11,m68,Breaking wind scares game,"Because of his own obstinacy, person suffers of breaking wind permanently and starves because a loud noise produced by him scaring game",10,False,,False,False,False,MENTION,celestial,rule
m69_11,m69,Head caught in animal skull,A small animals or insects dance or feast inside big animal skull or food is there. Trickster inserts his head into the skull and cannot take it out for a long time,16,False,,False,False,False,NONE,,rule
m70_10,m70,An elder person poisons a younger one with intestinal gas,Old person tricks a young man into smelling her or his intestinal gas,14,False,,False,False,False,NONE,,rule
m70a_10,m70a,Old woman is pierced through,An old woman defecates or breaks wind over a man. He kills her inserting a cutting object into her anus or vagina,15,False,,False,False,False,NONE,,rule
m71_11,m71,Picked up piece of wood,"Trickster floats down the river or falls from the height and turns into a piece of wood or into a wooden object. Somebody picks it up. Eventually, the trickster acquires his real self, usually in the host's absence",15,False,,False,False,False,METAMORPHOSIS,terrestrial,rule
m72_10,m72,Hand in animal’s anus,Person puts (for different reasons) his or her hand into the anus of a tapir or other herbivorous animals and is unable to extract it back. Animal starts to run and drags the person behind him for a long time,19,False,,False,False,False,MENTION,celestial,rule
m73_11,m73,Exchanged excrements,Two (animal) persons compare their feces or vomits to know about the diet and habits of each other. The weaker one gets to exchange the feces (vomits),33,False,,False,False,False,NONE,,rule
m74_11,m74,Exchanges vomits,"Two animals or persons compare their vomits to know about the diet and habits of each other. The weaker one gets to exchange vomits, to swallow the unusual food before, or to swallow his partner's vomits",18,False,,False,False,False,NONE,,rule
m74a_11,m74a,Strange names of the babies,"An animal person pretends to be invited to be godfather or he gives names to different places along which he travels in a sledge, boat, etc. The names look strange but become understandable when other people or animals get to know that their companion has devoured all the supplies",66,False,,False,False,False,NONE,,rule
m74aa_11,m74aa,Theft of food by playing godfather,An animal person pretends that he has been invited to be godfather at a baptism (or invited to a funeral or wedding) but instead eats secretly food supplies,58,False,,False,False,False,NONE,,rule
m74ab_11,m74ab,Fox in a boat,"Travelling in a boat or on a sledge, animal person (always the fox) steals food supplies or ruins objects and accordingly to his deeds, names different places. These names seem strange to the person’s companions (“River of broken arrows” and the like)",10,False,,False,False,False,MENTION,terrestrial,rule
m74b_11,m74b,Who has eaten up supplies?,Person secretly eats up supplies and pretends that the thief is somebody else. To prove it he puts remains of the food or his body excretions near his sleeping companion. ,36,False,,False,False,False,NONE,,rule
m75a_11,m75a,Revenge for falling from the sky,Vulture suggests person to carry him in the sky but drops to earth. The person attracts vulture to revenge on him. Or the vulture drops the person (or abandons him on a high rock) to revenge on him for his attempt to catch him,11,True,,False,False,False,MENTION,celestial,rule
m75b_10,m75b,Hero inside carcass,A man hides in a skin or carcass of a big animal. A bird carries it to its nest without knowing that the man is inside,15,False,,False,False,False,NONE,,rule
m75b1_10,m75b1,Marco the Rich,"A man gets to know that a poor boy must inherit all his property or become a king and tries to prevent it, but the fate cannot be changed. The boy marries a rich girl, usually the daughter of his adversary",72,False,,False,False,False,NONE,,rule
m75b1a_10,m75b1a,,,44,False,,False,False,False,NONE,,rule
m75b2_10,m75b2,Bird tries to avert predetermined marriage,"When a boy and a girl are still small children, a bird gets to know about their predetermined marriage. All its attempts to prevent the marriage fail.",7,False,,False,False,False,NONE,,rule
m75c_10,m75c,Treasure on mountain top,A man sends another one to top of a mountain or a tree to obtain treasure for him. To go back is impossible but the man survives,41,True,,False,False,False,MENTION,terrestrial,rule
m75d_10,m75d,Vulture’s knife,A man bereaves vultures of their hunting weapons or amulets,8,False,,False,False,False,NONE,,rule
m76_10,m76,"Person climbs a tree, leg is cut off","When a man climbs a tree, a woman cuts his leg off or when a woman climbs a tree, a man cuts her leg off",4,False,,False,False,False,MENTION,terrestrial,rule
m77_11,m77,A soiled bed,"While person is asleep, another smears with excrements or something that reminds excrements his or her bed or clothes. The ashamed person runs away or agrees to make what the trickster wants in exchange of his silence",39,False,,False,False,False,NONE,,rule
m78_11,m78,Thumbling,"A childless couple (old woman, old man) gets for a son tiny boy as big as a thumb. He taunts people, predator animals, ogres",82,False,,False,False,False,NONE,,rule
m78a_11,m78a,Tail-boy,A wee boy is a transformed tail of a sheep or goat,8,False,,False,False,False,NONE,,rule
m79_11,m79,Dancing with reeds,Person joins dancers but then understands that these are trees or reeds moved by the wind,7,False,,False,False,False,MENTION,terrestrial,rule
m80_11,m80,Quail scares trickster,"Person insults a partridge-like bird, kills or injures her chickens. The partridge scares him, he falls, usually into a river or lake",19,False,,False,False,False,MENTION,terrestrial,rule
m81_10,m81,Blind persons,A man travels and comes to two or several blind (usually old) persons,85,False,,False,False,False,NONE,,rule
m81a_10,m81a,Blind duck-women cured,"A man meets two blind women, makes them see, they are or become birds (geese, ducks, grouses or the like)",10,False,,False,False,False,NONE,,rule
m81b_10,m81b,Not to climb after an arrow stuck in a tree,"Despite a warning not to do so, person climbs in a tree to get his arrow that was stuck and gets into trouble",10,False,,False,False,False,MENTION,terrestrial,rule
m81c_10,m81c,Blinds met in the sky,"Getting to the sky or (rare) to the lower world a man comes across one or two blind persons, then returns to the earth. Usually he cures their eyes",23,True,,False,False,False,METAMORPHOSIS,celestial,rule
m81d_10,m81d,Blind persons cured,A man comes across (often in the sky) one or two blind persons and cures their eyes,32,True,,False,False,False,MENTION,celestial,rule
m82_11,m82,Rattles tied to tail,"An animal person sees that another has something tied to his tail, wants the same tail for himself and has a trouble as a result",9,False,,False,False,False,NONE,,rule
m83_11,m83,Who is older?,"Somebody claims that he has been born before present world came into being. His opponent claims the same, and they argue who of them is the older",71,False,,False,False,False,NONE,,rule
m83a_11,m83a,Fox cries for his dead children,"Persons or animals argue who of them is older, some claim that they lived in such and such time, but the last one says that he remembers this day because a certain event had taken place at this time",12,False,,False,False,False,NONE,,rule
m83b_11,m83b,Whose dream is better?,"Two (or more) (animal)-persons agree that whichever of them has the most wonderful dream may eat all the food. The first one tells about a feast that he participated in his dream. His companion answers that he was sure that after such a feast (after getting into the paradise, etc.) the first one would not need the food, so he has eaten it alone",45,False,,False,False,False,NONE,,rule
m83c_11,m83c,Who becomes drunk easier?,Animals argue who of them gets drunk easier. The last one falls down because he becomes drunk as soon as somebody talks about alcohol,6,False,,False,False,False,NONE,,rule
m84_8,m84,Revived from bones,"Person, animal or (rare) a fruit is eaten up. After this all bones (all seeds) are put together and the eaten up is revived",69,False,,False,False,False,NONE,,rule
m84a_8,m84a,Goat resuscitated,"Supernatural beings kill and eat a deer, ram, cow or goat, then put all the bones in the animal's skin and the revived animal runs away",25,False,,False,False,False,NONE,,rule
m84b_8,m84b,Bones into the water,"Butchered and eaten animal, bird or fish revives after its bones are thrown into the water",26,False,,False,False,False,NONE,,rule
m84c_8,m84c,Guest of bush spirits,A man spends a night in a forest under a tree. He listens how a bush spirit explains to another that he has a guest (i.e. this same man) tonight,6,False,,False,False,False,MENTION,terrestrial,rule
m84d_8,m84d,Conversation of trees,A man listens in conversation of trees one of which is mortally ill,4,False,,False,False,False,MENTION,terrestrial,rule
m85_11,m85,The fox bluffs,An animal person (usually a fox or a jackal) threatens to cut down a tree on which mother bird (squirrel) made its nest unless she will throw down one of her nestlings (squirrel children) or eggs. Another bird lets the mother bird know that the predator is unable to realize his threat,88,False,,False,False,False,MENTION,terrestrial,rule
m86_11,m86,Rock punishes trickster,Rock chases or otherwise punishes person who has offended it (usually deceived it or has taken objects that belong to Rock),20,True,,False,False,False,MENTION,terrestrial,rule
m87_11,m87,Invisible ghosts,Person enters a seemingly empty house and attempts to take certain things. Invisible beings prevent him from doing it or objects themselves hurt him,21,False,,False,False,False,NONE,,rule
m88_11,m88,Involved into dance,A man joins a group of dancing women and is killed or injured as a result,7,False,,False,False,False,NONE,,rule
m89_11,m89,Melted wax,"Person dies or is humiliated after some object that he or she made of wax, resin, excrements and/or took for something worthy are melted down",38,False,,False,False,False,NONE,,rule
m89a_11,m89a,Horns of hyena,Only horned animals are invited to a feast. Hyena makes itself false horns but is disguised,5,False,,False,False,False,NONE,,rule
m90_10,m90,To guess of what material an object is made,Somebody suggests to guess what sort of material a certain object is made of. Another person (usually a monster) gets to know the secret and the hero or the heroin must do what they have promised,59,False,,False,False,False,NONE,,rule
m90a_10,m90a,To marry a man who would give a correct answer,"A girl is promised to a man who would know her name or whose finger would fit her ring, or who would guess a material from which certain object is made or grown. Person finds a correct answer by deception",33,False,,False,False,False,NONE,,rule
m90a1_10,m90a1,The louse skin,"It should be guessed the nature of a big animal or its skin, the content of a box. The correct answer is that the animal is a louse (o flea), a louse is in the box",55,False,,False,False,False,NONE,,rule
m90a2_10,m90a2,,,8,False,,False,False,False,NONE,,rule
m90b_10,m90b,Sun rises from the West,Person was wrong being sure that the Sun cannot rise from the West,7,True,,False,False,True,MENTION,celestial,rule
m91_11,m91,The killed corpse,"Person pretends that a person (often his or her mother, spouse or lover) who recently died is alive, claims that the death of the false alive resulted from negligence of others and gets a reward",111,False,,False,False,False,NONE,,rule
m91a_11,m91a,Simulating killing (a bag with blood),"Person conceals under clothes a bladder with blood or red juice and piercing it, simulates killing or suicide or demonstrates that he can cut his bowels and remain alive ",52,False,,False,False,False,NONE,,rule
m91b_11,m91b,Sold ashes,"Using trick, a man sells or exchanges for treasure ashes. Another person tries to sell ashes and is ridiculed",39,False,,False,False,False,NONE,,rule
m91c1_11,m91c1,Herd from the river bottom,Person gets other person’s possessions by trick (or pretends to get it; usually another person is drowned instead of him) and then demonstrates his possessions (usually a herd) and explains that he had received everything at the river bottom. His enemies believe him,87,False,,False,False,False,MENTION,terrestrial,rule
m91c2_11,m91c2,Put into bag,"Person is put into a bag (a cage, tied up, etc.) to be drowned, burned, etc. He pretends to be in this situation by his own will or because he refuses to marry a princess, to become a chief and the like. Another person is willing to take his place and is killed",101,False,,False,False,False,NONE,,rule
m91c3_11,m91c3,Hare the messenger,"After warning his wife about the planned trick, person lets free a wild animal or bird asking it to pass a message to his wife. Seeing the same (actually another) animal or bird in his companion’s house another man buys the animal for a lot of money",27,False,,False,False,False,NONE,,rule
m91c4_11,m91c4,Pot that does not need fire to cook,Man takes a pot from the fire but it is still boiling or he cooks the food beforehand and tells that his pot cooks it in no time. Another man buys the pot,16,False,,False,False,False,NONE,,rule
m91d_11,m91d,Drowned shaman,"Person deceives the other (giving out a corpse for alive person, accusing incent people of murder, etc.). When a shaman (almost) gets to know the truth, the trickster kills her or him and gets to avoid any punishment",10,False,,False,False,False,NONE,,rule
m92_11,m92,Red eyelashes,Girls stick something red to old man's eyebrows and he thinks it is a fire,5,False,,False,False,False,NONE,,rule
m93_11,m93,Body part as a guard,"Before falling asleep, person tells his eyes (which he extracts and puts aside) or his anus to awake him in case of danger. Eyes or anus do not make an alarm or person himself does not react to it. As a result he suffers a damage",32,False,,False,False,False,NONE,,rule
m93a_11,m93a,Guard punished,"Person punishes the part of his body which he selected as his guard for the time of his sleep or absence (he burns his buttocks, breaks eyes)",22,False,,False,False,False,NONE,,rule
m94_11,m94,Sliding downhill,"Person tricks another to slide down a hill knowing that sharp poles, etc. or an open water are below",23,False,,False,False,False,MENTION,terrestrial,rule
m94a_11,m94a,Wolf in a basket,Person tricks another to crawl into a basket and closes it. One in a basket is killed or badly injured (usually rolled down a hill),14,False,,False,False,False,MENTION,terrestrial,rule
m95_11,m95,Brings presents to person’s kin,A weaker person asks the stronger one to bring present to his or her kin and hides himself or herself in a bag. The stronger one brings the bag to the weaker one's relatives thinking that there are but some objects inside,22,False,,False,False,False,NONE,,rule
m96_11,m96,Imagined guests,"Person does not want to share his meal with his close relatives and pretending to have many guests, eats food alone",7,False,,False,False,False,NONE,,rule
m97_11,m97,Blind directed by trees,"Person becomes blind or loses his way. He walks asking different trees their names, makes decisions accordingly to their answers and ultimately reaches his destination",24,False,,False,False,False,MENTION,terrestrial,rule
m98_11,m98,Who are more numerous?,"Person reckons up number of members in two alternative multitudes (alive trees and dead trees, men and women, etc.). Numbers prove to be equal but one member possesses the qualities of the both multitudes. Adding it to one of them, person demonstrates his case",34,False,,False,False,False,MENTION,terrestrial,rule
m99_10,m99,House of birds’ bones,Person is going to exterminate birds but decides not to do thanks to a wise adviser,30,False,,False,False,False,NONE,,rule
m100_11,m100,Sleep at the edge of a cliff,"One animal-person suggests another to lie asleep at the edge of a bluff or cliff. At night he tells him to move a little, the companion falls down and dies",22,False,,False,False,False,MENTION,terrestrial,rule
m100a_11,m100a,Jump from a cliff,"An animal-person provokes another to jump from of a bluff or cliff because his father (grandfather, etc.) could do it. The one yielded to provocation jumps and dies",8,False,,False,False,False,MENTION,terrestrial,rule
m101_11,m101,Who is afraid of whom? (Fox and Bear),"Fox tells that he is afraid of people, Bear tells that he is afraid of partridges. Fox hunts partridges, Bear attacks people and is wounded or killed",12,False,,False,False,False,NONE,,rule
m102_11,m102,Person lets his leg or head to be cut off,"A bird stands with one leg tucked under it, putting its head under its wing; turtle draws its head and limbs under its shell. Person decides that the bird has one leg, no head, turtle has neither head nor limbs, asks to cut him his head and limbs off",20,False,,False,False,False,NONE,,rule
m103_11,m103,Children with pretty spots,"Person asks another how her or his children got their pretty colors. Another answers that she or he put them into the fire. roasted, etc. The first person believes, kills his or her children",13,False,,False,False,False,NONE,,rule
m104_11,m104,Make believe killing of kinsfolk,"Person conceals his or her close relatives (children, mother, brothers) and tells another that he or she has killed them. Another believes and agrees to kill his or her own children, mother, etc.",68,False,,False,False,False,NONE,,rule
m105_11,m105,Make believe killing of mother,"Person conceals his mother or (rare) wife or mother-in-law, tells another that he has killed or sold her, another really kills or sells his mother (wife, mother-in-law)",41,False,,False,False,False,NONE,,rule
m105a_11,m105a,Make believe killing of children,,29,False,,False,False,False,NONE,,rule
m106_11,m106,Meaningful name,"Person lies that his name is so and so. His enemy, victim or other people, demons or animals understand it not as a name but as a common word and behave accordingly",83,False,,False,False,False,NONE,,rule
m106a_11,m106a,“Myself” and “Nobody” in a demon’s house,"After doing damage or injury to his antagonist, person lies that his name is so and so. Other demons understand it not as a name but as a common word and it makes them believe that the injured one was the trouble-maker himself",16,False,,False,False,False,NONE,,rule
m106b_11,m106b,“Last year” in a demon’s house,"After doing damage or injury to his antagonist, person lies that his name is so and so. Other demons understand it not as a name but as a common word and it makes them believe that the injury had been done so long ago that there is no sense to investigate the case",7,False,,False,False,False,NONE,,rule
m106c_11,m106c,My name is “The Guest”,Person lies that his name is “The Guest” or so and eats all the food suggested to the guests,10,False,,False,False,False,NONE,,rule
m107_11,m107,Turtle bites penis off,"A smaller animal kills or maims a big mammal (jaguar, tapir) seizing him by his penis",9,False,,False,False,False,NONE,,rule
m108_11,m108,Trickster carries away property,Person suggests to ferry people's property across river but rides away with boat and load,6,False,,False,False,False,MENTION,terrestrial,rule
m108a_11,m108a,Trickster as an adopted child,An old couple live alone and adopt a boy (a trickster-animal) as a son. He steals their property and runs away,10,False,,False,False,False,NONE,,rule
m109_11,m109,The tail-fisher,"Animal person advices another animal to put its tail into ice-hole to fish, to get treasure, etc. The tail sticks to ice, to snags, etc.",102,False,,False,False,False,NONE,,rule
m109a_11,m109a,To sit on the ice waiting for food,An animal suggests another to sit on the ice till some food will fall from the sky. Waiting this way for food to fall down the anima is frozen to the ice,7,True,,False,False,False,MENTION,celestial,rule
m109b_11,m109b,Sick animal carries the healthy one,"A healthy animal tricks an injured one (a wolf, a bear) into carrying him on his back by pretending to be injured himself",45,False,,False,False,False,NONE,,rule
m110_11,m110,The forgotten liver,"An animal is tricked to be carried across the water by those who are going to eat or to use as a medicine a part of its body. The animal tells that forgot to take just that part which is needed, is carried back to take it, escapes",40,False,,False,False,False,NONE,,rule
m111_11,m111,Monkey on the banana tree,"An animal person who can climb trees (usually a monkey) suggests another (a turtle, a crab) to harvest bananas. He climbs the banana, throws down but peels, rotten fruits and the like. His companion revenges on him",11,False,,False,False,False,MENTION,terrestrial,rule
m112_11,m112,Animals dig a well,An animal person refuses to dig or clean a source of drinking water together with other animals or birds but takes advantage of the results of the work,69,False,,False,False,False,NONE,,rule
m112a_11,m112a,Turtle catches the thief,"Animal are guarding some food or water or come after water. The deceiver takes what he needs or does not let the others to use the water. Turtle, toad or frog proves to be smarter than the deceived and catches him",22,False,,False,False,False,NONE,,rule
m112b_11,m112b,Animals build a road,"When animals build a rode, the mole or shrew refuses to take part in the work and is punished",11,False,,False,False,False,NONE,,rule
m113_7,m113,Thirsty bird cries for water,During the hottest month of the summer or permanently birds of certain species are prohibited to drink from the water bodies and can quench their thirst only from rain drops and dew on leaves. That is why this bird always cries calling for rain,34,False,,False,False,False,NONE,,rule
m114_11,m114,Rope of sand,"Person is suggested to twist a rope or make other object of sand, ash, smoke, etc.",55,False,,False,False,False,NONE,,rule
m114a_11,m114a,Clothes of stone,Person is suggested to make clothes of stone or iron or to skin a stone,19,False,,False,False,False,MENTION,terrestrial,rule
m114b_11,m114b,Not clothed and not naked,"Person is suggested to make something and simultaneously not to make it (to come clothed and naked, to stand indoors and outdoors, etc.)",44,False,,False,False,False,NONE,,rule
m114c_11,m114c,To protect from rain by his own body,"Person cannot understand why the clothes (firewood, etc.) of another are dry after the rain – he protected them with his own body",12,False,,False,False,False,MENTION,terrestrial,rule
m114d_11,m114d,Chickens from the boiled eggs,Person claims that chickens can be brooded from the boiled eggs or wants his opponent to grow a hen during one day. The opponent suggests for the first person equally impossible task,48,False,,False,False,False,NONE,,rule
m115_11,m115,The eaten up wolf,"Using a trick, person kills dangerous predator. Kinsmen and friends of the killed animal get to know about it and come to avenge its death. The person escapes from them",10,False,,False,False,False,NONE,,rule
m116_10,m116,Wisdom of hidden old man saves kingdom,People are ordered to kill or (rare) mothers or (the Nyoro) to deprive them of power and property). A man conceals his father. Later the old man helps to resolve difficult problem. It is decide not to kill old men anymore,67,False,,False,False,False,NONE,,rule
m117_11,m117,Head under wing,"Fox or other predator asks a bird what does it do when the wind blows. When the bird demonstrates how it puts its head under its wing, the fox kills it",13,False,,False,False,False,NONE,,rule
m118_11,m118,Bull repository / Ali Baba,"Person brings food from or gets shelter inside of a big animal, a tree or inside some enclosure. Another animal person follows him but gets into trouble",35,False,,False,False,False,MENTION,terrestrial,rule
m118a_11,m118a,Cave of Ali Baba,Person penetrates into enclosure with valuables after getting know magic words that open the door,18,False,,False,False,False,MENTION,terrestrial,rule
m119_11,m119,Demonstrated many times,"Trickster suggests to be a nurse or a shepherd, kills and eats children or animals, demonstrates to the parent (the owner) one and the same child or animal as many times as was their number in the beginning",26,False,,False,False,False,NONE,,rule
m120a_11,m120a,Cannibal mourner ,"Somebody dies, animal person suggests to be a mourner, eats the corpse",8,False,,False,False,False,NONE,,rule
m120b_11,m120b,Baby-sitter kills babies of bear-mother,"Trickster sends a woman (usually bear-woman) or two women to pick up berries or an animal allegedly killed by him and suggests to look after their children. He kills the children, feeds their meat to their mother. (The false baby-sitter kills the cabs not because he is hungry and not because of his carelessness)",15,False,,False,False,False,NONE,,rule
m120c_11,m120c,Shared children,Two animals agree to care for their children together. The stronger one devours the children of the weaker one and pretends to be angry when the latter asks whose were the lost children,8,False,,False,False,False,NONE,,rule
m121_11,m121,Louse as a spy,"Louse or other tiny creature (flee, tuck) is sent to spy on a person",6,False,,False,False,False,NONE,,rule
m122_11,m122,Advisers inside,"In a difficult situation animal person asks for advice his tail, anus or some beings that are inside him (excrements, parasites, his ""sisters"", etc.)",24,False,,False,False,False,NONE,,rule
m123_11,m123,Raven marries goose,"A bird of prey or a carrion-eater (raven, owl, hawk; coyote) marries or tries to marry goose-person or other water bird. This marriage is not realized or is a short one",22,False,,False,False,False,NONE,,rule
m123a_11,m123a,Three-toed foot,"Raven marries or tries to marry a girl pretending to be handsome chief. They notice that somebody is eating carrion. Usually when everybody have to take off there footgear, raven's three-toes feet are exposed. He is driven away or runs away being ashamed",5,False,,False,False,False,NONE,,rule
m123b_11,m123b,Trickster tied to a boat ,"A man gets a woman thanks to a trick, carries her away in his canoe. She asks permission to go to shore to relieve herself, runs away",5,False,,False,False,False,NONE,,rule
m123c_11,m123c,Unlucky flight with migratory birds,A bird-person who usually does not fly away in the autumn makes attempt to fly with migratory birds but is unable to reach destination,16,False,,False,False,False,NONE,,rule
