motif_id,class,confidence,substrate,reason
l74a,PURE_NARRATIVE,high,none,"This describes a plot involving capture, torture, and rescue, lacking any element of perceived figures in nature or personification of natural features."
l75,PURE_NARRATIVE,high,none,This is a story of birth and fratricide with no element of perceived figures in nature or personification of natural phenomena.
l76,ANTHROPOMORPHIC_ANIMAL,high,animal,"The ogress, while not a typical animal, functions as a predatory being with animalistic behavior (devouring parts of a victim) and is presented as an acting, intentional agent."
l77,ANTHROPOMORPHIC_ANIMAL,high,animal,"The girl's behavior of 'devouring' people projects animalistic instincts and personhood onto the act of eating, effectively making her a predatory being."
l78,METAMORPHOSIS,high,animal,"The core of the motif involves transformation *into* an animal form (jaguar), prioritizing it over simple animal personification."
l79,PURE_NARRATIVE,high,none,"The story focuses on social dynamics and conflict between wives, lacking any element of perceived figures in nature or personification of natural phenomena."
l7a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The demon's behavior of 'sticking' implies a projection of agency and intent onto a non-human entity, effectively treating it as a personified being."
l7b,ANTHROPOMORPHIC_ANIMAL,high,water,"The spirit's mistaken chase implies projecting intent and agency onto an inanimate object (the gourd), effectively treating it *as if* it were a living being with motivations."
l80,METAMORPHOSIS,high,multiple,"The uncontrolled blood/flesh represents a transformation into a new, potentially monstrous form, motivating the narrative and acting as a visible 'likeness' of the original being's continued existence"
l81,PURE_NARRATIVE,high,none,The story describes a simple encounter and conflict without any element of perceived figures in nature or transformation into natural objects.
l81a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The cat acts with intent and agency, performing a trick as a direct result of being offended, thus projecting personhood onto the animal."
l81a1,TERRESTRIAL_PAREIDOLIA,high,landform,"The story centers on misinterpreting an inanimate object (the bead) as a living entity (a coal), demonstrating visual pareidolia of life in a terrestrial object."
l81a2,NATURE_SPIRIT_PERSONIFICATION,medium,none,"The 'demonic person' is a supernatural entity acting on a desire (drinking blood) without a clear visual or auditory trigger in nature, representing a spirit-like force rather than a perceived figure "
l81a3,METAMORPHOSIS,high,none,"The core of the story is the demon's appearance changing based on the girl's perception, effectively transforming from a disgusting form to a golden one in her eyes, and then revealing the true form—t"
l81b,PURE_NARRATIVE,high,none,"This is a plot-driven event with no element of perceived figures in nature, personification, or transformation; it's a trick played on the hero, a pure action sequence."
l82,METAMORPHOSIS,high,none,"The core of the story is a person transforming into a demon as a direct result of being burned, establishing a clear transformation into a new form."
l83,METAMORPHOSIS,high,multiple,"The core of the motif is the transformation of a body part into a natural phenomenon (thunder/lightning), fitting the definition of metamorphosis prioritizing transformation over mere resemblance."
l84,ANTHROPOMORPHIC_ANIMAL,high,plant,"The 'bush spirits' are acting as people with intent and tools, projecting personhood onto non-human entities."
l85,METAMORPHOSIS,high,multiple,"The description details beings *lacking* parts of their bodies, implying a transformation or incomplete formation resulting in a specific physical state resembling a natural lack or absence."
l85a,METAMORPHOSIS,high,none,"The core of the motif involves a transformation from a partial human state *into* a complete human, fitting the definition of someone becoming a natural (or in this case, complete) object/being."
l85b,METAMORPHOSIS,high,none,"The disfigurement at birth and subsequent attainment of a normal body represent a transformation, even if supernatural in origin, and this is the central motif."
l85b1,METAMORPHOSIS,high,multiple,"The core of the motif is a transformation – an incomplete being *becomes* a complete one, with the sky acting as the location of this change, thus prioritizing metamorphosis over a simple location-bas"
l85c,ANTHROPOMORPHIC_ANIMAL,high,animal,"The motif explicitly describes a being with animal characteristics and personhood, fitting the definition of an anthropomorphic animal."
l85d,METAMORPHOSIS,medium,landform,"The giant's missing limbs suggest a past encounter resulting in physical transformation/loss, explaining his current state as a permanent feature – a form of embodied narrative of a past event."
l86,METAMORPHOSIS,high,none,"The core of the myth is the woman *becoming* a demon, explaining her current monstrous form, which prioritizes it over any potential pareidolia."
l87,METAMORPHOSIS,high,none,"The narrative centers on a transformation *into* a cannibal, motivated by the initial taste – a likeness between self and other fuels the change."
l88,METAMORPHOSIS,high,none,"The ogre's revival upon being touched implies a transformation *from* death/remains *back to* life, fitting the motif of a being changing form."
l89,METAMORPHOSIS,high,animal,"The core of the motif is the transformation of humans *into* animals/monsters, triggered by consumption, making it a clear case of metamorphosis rather than simple personification or pareidolia."
l90,TERRESTRIAL_PAREIDOLIA,high,landform,"The description explicitly states a visual perception of a monstrous form *in* the land (reaching from earth to sky), fitting the definition of perceiving a figure in a landform."
l90a,TERRESTRIAL_PAREIDOLIA,high,landform,"The house standing on bird legs visually projects a figure (the bird) onto a landform (the legs supporting the house), creating a pareidolic image."
l91,METAMORPHOSIS,high,multiple,"The core of the myth is the transformation of a person into a serpent as a direct result of interacting with (and consuming) the serpent creature, making transformation the defining motif."
l92,ANTHROPOMORPHIC_ANIMAL,high,animal,"The animal actively substitutes for the ogre and interacts with him as a person would, demonstrating agency and intent beyond simple animal behavior."
l93,ANTHROPOMORPHIC_ANIMAL,high,animal,The central action involves an animal performing a distinctly human action (throwing/carrying an axe) indicating a projection of personhood onto the animal.
l93a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The motif centers on an animal exhibiting human-like cunning and agency in assisting people, defining it as a personified animal rather than a simple narrative element."
l93b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The rabbit exhibits cunning and agency, actively saving a person, thus functioning as a personified being."
l94,PURE_NARRATIVE,high,none,"This is a plot-driven story of a bargain and its consequences, lacking any element of perceived figures in nature or personification of natural features."
l94a,TERRESTRIAL_PAREIDOLIA,medium,landform,"The beard is implied to be a feature of the land (e.g., a root, vine, or rock formation) that physically traps the man, representing a visual perception of a figure in the landscape."
l95,PURE_NARRATIVE,high,none,"This is a plot-driven scenario about actions and consequences, lacking any element of perceived figures in nature or personification of natural phenomena."
l95a,METAMORPHOSIS,high,multiple,"The motif centers on an organ *becoming* a physical object in the world, triggering a supernatural event, which aligns with the core idea of transformation into a natural feature."
l96,METAMORPHOSIS,high,animal,"The core of the motif is a person *becoming* an animal, fulfilling the definition of transformation and prioritizing it over potential personification."
l96a,AUDITORY_PAREIDOLIA,high,sound,"The emergence of a demon is triggered by the *sound* of a sigh or interjection resembling a name, representing a perceived personality within the sound itself."
l96b,METAMORPHOSIS,high,none,"The core of the story involves a transformation – the yogi/demon *becomes* the fate suffered by the man, explaining the outcome of the test; it's not simply a resemblance or personification."
l97,METAMORPHOSIS,high,landform,"The description explicitly details a human becoming fixed to the ground, implying a transformation into a land-bound form rather than simply perceiving a shape in the land."
l98,ANTHROPOMORPHIC_ANIMAL,high,animal,"The owl is depicted as actively harmful to humans, exhibiting intentionality and predatory behavior beyond typical animal actions, thus projecting personhood onto it."
l99,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story hinges on the man's interaction with an animal helper who aids his escape, effectively granting the animal person-like agency and intent."
l9a,METAMORPHOSIS,high,animal,"The injured leg is transformed into a weapon, explaining its altered form and function, prioritizing transformation over simple injury."
l9b,METAMORPHOSIS,high,none,"The description explicitly states a bodily feature *being like* a tool, implying a transformation of form or function into something else—a core element of metamorphosis."
l9c,METAMORPHOSIS,high,landform,"The description implies a human form *having* a landform-like (axe-shaped rock) feature as part of their body, indicating transformation into or integration with a natural object."
l9d,METAMORPHOSIS,high,landform,"The description implies a transformation of hands into weapon-like forms, explaining their deadly appearance and function."
l9e,ANTHROPOMORPHIC_ANIMAL,high,animal,"The description details a character with a non-human physical trait (metallic nose), implying personification of an animal or being beyond typical human form."
m10,METAMORPHOSIS,high,plant,"The core of the myth involves a transformation *into* honey or a bee, directly linking a person to a natural substance, prioritizing this over a simple resemblance."
m100,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story features animal characters acting with intent and engaging in deceptive behavior, fitting the definition of anthropomorphic animals."
m100a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story involves an animal acting with intent and employing social pressure (referencing ancestry) to cause another's demise, demonstrating personified behavior."
m101,ANTHROPOMORPHIC_ANIMAL,high,animal,"The animals exhibit fear and express it verbally, demonstrating personified behavior and intent."
m101a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The predator acts and speaks as a person, boasting and proposing a contest, demonstrating projected personhood onto the animal."
m101b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The predator acts with intent and recognizes stages of life in a human, demonstrating projected personhood onto the animal."
m102,METAMORPHOSIS,high,animal,"The story centers on a person desiring to *become* like the bird and turtle by having body parts removed, explaining their apparent lack of limbs/head – this is transformation motivated by perceived l"
m103,PURE_NARRATIVE,high,none,The story focuses on actions and beliefs with no element of perceived figures in nature or personification of natural phenomena.
m104,PURE_NARRATIVE,high,none,This is a plot-driven story of deception and reciprocal killing with no element of perceived figures in nature or personification.
m105,PURE_NARRATIVE,high,none,This is a plot-driven story of deception and patricide/matricide with no element of perceived figures in nature or personification.
m105a,PURE_NARRATIVE,high,none,The description indicates an action (killing) and social dynamic (children as victims) without any element of perceived figures in nature or personification of natural features.
m106,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the motif relies on others misinterpreting the 'name' as a common word, effectively projecting a quality or action onto the person *as if* they were an animal or object embodying that word"
m106a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The demons are tricked by a linguistic play on 'myself' and 'nobody', effectively projecting personhood and intent onto the words themselves, functioning as a trickster tale akin to animal tricksters."
m106b,PURE_NARRATIVE,high,none,"The story focuses on deception and social dynamics among demons, lacking any element of perceived figures in nature or personification of natural phenomena."
m106c,ANTHROPOMORPHIC_ANIMAL,high,animal,"The trickster figure, 'The Guest', embodies a personality and intent focused on self-gain (eating all the food), acting as a person despite being a deceptive entity."
m106d,PURE_NARRATIVE,high,none,"The description focuses on social dynamics and deception, lacking any element of perceived figures in nature or personification of natural phenomena."
m106e,ANTHROPOMORPHIC_ANIMAL,high,none,"The 'trickster' explicitly *is* Long Winter, embodying the concept as a personified being who interacts with humans and receives provisions, demonstrating projected personhood."
m106f,ANTHROPOMORPHIC_ANIMAL,high,animal,"The 'stranger' is consistently a trickster figure, often an animal (like a fox or raven) acting with human-like cunning and intent to deceive, establishing personhood onto the animal."
m106g,ANTHROPOMORPHIC_ANIMAL,high,animal,"The cow is treated as if it has agency and a need to graze in an unusual location, implying personified behavior."
m107,ANTHROPOMORPHIC_ANIMAL,high,animal,"The turtle acts with intent and agency, performing a violent act that defines its character, thus projecting personhood onto the animal."
m108,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the motif involves a being with animal characteristics acting with human-like intent and deception, fitting the definition of an anthropomorphic animal trickster."
m108a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story involves an animal acting with human-like agency and social roles (being adopted as a son), fitting the definition of an anthropomorphic animal."
m109,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story involves an animal acting with human-like intent and giving advice, fitting the definition of an anthropomorphic animal."
m109a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story features an animal giving advice and ultimately being transformed due to following it, demonstrating personified animal behavior."
m109a1,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story features an animal acting with intent to deceive, essentially *playing* the role of an injured person."
m109b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story involves animals acting with human-like deceit and intent, establishing them as personified actors rather than simply part of the natural world."
m109c,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on an animal exhibiting agency and attempting an action, implying personhood beyond simple animal behavior."
m109d,ANTHROPOMORPHIC_ANIMAL,high,water,"The story centers on an animal acting with intent (putting its tail/tongue in the water) and being actively opposed by another animal (the sea creature), demonstrating personified animal agency."
m110,ANTHROPOMORPHIC_ANIMAL,high,animal,"The animal acts with intent, deception, and memory, exhibiting personified behavior beyond simple instinct."
m111,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on animals acting with human-like intent and engaging in reciprocal actions, establishing them as personified beings."
m112,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on an animal behaving with human-like intent and social failings, establishing it as a personified animal rather than a simple narrative."
m112a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on animals exhibiting human-like intelligence and behavior (deception, catching a thief), making it a clear case of anthropomorphic animals."
m112b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on animals acting with human-like agency and facing consequences for their actions, defining them as personified beings rather than simply creatures within a narrative."
m113,ANTHROPOMORPHIC_ANIMAL,high,animal,"The birds are described as actively 'calling for rain', demonstrating intentionality and a human-like action beyond simple instinct."
m113a,AUDITORY_PAREIDOLIA,medium,water,"The bird 'hears' or perceives a threatening quality (blood) in the sound/appearance of the water, misinterpreting it as something dangerous, which is a form of auditory/visual misperception."
m114,METAMORPHOSIS,high,multiple,"The core motif involves transforming insubstantial materials (sand, ash, smoke) into a tangible 'rope', representing a transformation of form and substance."
m114a,METAMORPHOSIS,high,landform,"The core of the motif involves transforming a person (or part of a person) *into* stone, explaining the origin of a stone-like feature."
m114b,PURE_NARRATIVE,high,none,"The description details a paradoxical instruction or situation, representing a narrative challenge or riddle without any element of perceived figures in nature."
m114b1,PURE_NARRATIVE,high,none,"The story is a riddle with a focus on cleverness and abstract thought, lacking any element of perceived figures or personification in nature."
m114c,METAMORPHOSIS,high,none,"The story implies a transformation where a person sacrifices their body to shield objects from the rain, explaining their current state as a protective covering."
m114d,PURE_NARRATIVE,high,none,"The story focuses on a dispute over payment and legal argument, lacking any element of perceived figures in nature or personification of natural elements."
m114d1,PURE_NARRATIVE,high,none,"The story focuses on an impossible request and a counter-request, lacking any element of perceived figures in nature or personification."
m114e,NATURE_SPIRIT_PERSONIFICATION,medium,none,"The request to tether the horse to 'summer' or 'winter' treats these seasons as entities capable of receiving a tether, indicating personification without a specific pareidolic trigger."
m114f,PURE_NARRATIVE,high,none,"The story focuses on social interaction and a minor observation about a house, lacking any element of perceived figures in nature or personification."
m114g,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on attributing human characteristics (being 'high' and having a 'long beard') to animals, effectively treating them as figures with personality."
m114h,PURE_NARRATIVE,high,none,"The story describes a task and its solution, lacking any element of perceived figures in nature or personification of natural phenomena."
m114i,PURE_NARRATIVE,high,none,"The description focuses on clever dialogue and social interaction, lacking any element of perceived figures in nature or personification of natural phenomena."
m114j,PURE_NARRATIVE,high,none,"The story focuses on social interaction and a moral lesson about infidelity, lacking any element of perceived figures in nature or personification of natural phenomena."
m114k,METAMORPHOSIS,high,water,"The description centers on a liquid's unusual origin, implying a transformation from something else into water, and the riddle focuses on identifying what *was* before becoming water."
m115,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on an animal acting with intent and agency, engaging in trickery and facing consequences, thus projecting personhood onto it."
m116,PURE_NARRATIVE,high,none,"The story focuses on social rules and a plot to circumvent them, lacking any element of perceived figures in nature or personification of natural phenomena."
m116a,METAMORPHOSIS,high,none,"The core of the motif involves anticipating a future transformation – the parents becoming like the aged father, and the grandson enacting a symbolic 'reversal' of the son's actions, effectively prefi"
m116b,PURE_NARRATIVE,high,none,"The description focuses on action and advice, lacking any element of perceived figures in nature or personification of natural phenomena."
m117,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on a predator (fox) exhibiting intentional, deceptive behavior towards a bird, effectively treating the bird as a person to be tricked and killed."
m118,METAMORPHOSIS,high,multiple,"The core of the motif involves accessing something *within* a natural object, implying a prior transformation or inherent presence that is then damaged, prioritizing metamorphosis over simple pareidol"
m118a,PURE_NARRATIVE,high,none,The story focuses entirely on plot – a conflict between thieves and a defender – with no element of perceived figures in nature or personification of natural features.
m118b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on accessing resources *from* an animal, implying agency and a relationship beyond simple resource extraction, thus projecting personhood onto the cow."
m119,ANTHROPOMORPHIC_ANIMAL,high,animal,"The Trickster consistently acts as a person, deceiving others and performing actions indicative of intent and personality, even if initially disguised as a seemingly benign role like a shepherd."
m11a,METAMORPHOSIS,high,animal,"The core of the motif is a person *becoming* the source of the fish, explaining its origin through bodily transformation."
m11b,METAMORPHOSIS,high,none,"The core of the story involves a transformation – the woman’s body becoming the source of the meat, which directly explains its origin and cessation of supply."
m11c,METAMORPHOSIS,high,none,"The core of the motif is a person transforming part of their body into food, explaining the origin or availability of that food – a clear case of bodily transformation into a consumable substance."
m12,PURE_NARRATIVE,high,none,"This describes a social custom/behavior with no element of perceived figures in nature, transformation into nature, or personification of natural elements."
m120,ANTHROPOMORPHIC_ANIMAL,high,animal,"The motif centers on an animal acting with human intent and fulfilling a human social role (babysitting), thus projecting personhood onto the animal."
m120a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The animal acts as a person by performing a culturally significant role (mourning) and engaging in a human-like act (cannibalism), demonstrating projected personhood."
m120b,AUDITORY_PAREIDOLIA,high,sound,"The initial selection criteria centers on the *sound* of a voice, establishing auditory perception as the primary motif before the narrative unfolds."
m120c,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story involves animals acting with human-like deceit and parental roles, establishing them as personified beings rather than simply creatures within a narrative."
m121,ANTHROPOMORPHIC_ANIMAL,high,animal,"The louse is explicitly acting as a spy, demonstrating personified intent and agency."
m122,ANTHROPOMORPHIC_ANIMAL,high,animal,"The animal is consulting internal entities as if they are separate personalities, projecting personhood onto parts of its own body or internal inhabitants."
m123,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story explicitly depicts animals acting as people with marital intent, prioritizing personification over any potential visual or auditory pareidolia."
m123a,ANTHROPOMORPHIC_ANIMAL,high,animal,"Raven acts as a person, attempting marriage and experiencing shame, projecting human characteristics and intent onto the animal."
m123b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The trickster's actions and intent are fundamentally human-like, even though the story involves a canoe (an animal-derived technology), prioritizing personification over a simple narrative."
m123c,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story involves a being with both bird and person characteristics attempting to participate in avian migration, demonstrating projected personhood onto the animal."
m123d,ANTHROPOMORPHIC_ANIMAL,high,animal,"Raven acts as a person attempting marriage and is judged based on his behavior, demonstrating personhood projected onto an animal."
m124,METAMORPHOSIS,high,landform,"The story describes an animal *becoming* part of the ground, explaining its disappearance and the resulting 'discovery' of its tail/horns as if it were a transformed entity."
m125,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on deception and the manipulation of perception, projecting human-like intent and trickery onto the act of 'eating' eyes, effectively treating the companion as a naive animal being t"
m126,AUDITORY_PAREIDOLIA,high,none,"The core motif is hearing speech emanating from an inanimate object (the skull/tortoise), fitting the definition of auditory pareidolia, and the punishment for reporting it reinforces the illusory nat"
m127,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on a fox acting with human-like intent and engaging in trickery to alter the physical characteristics of others, demonstrating personified animal behavior."
m127a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The quail acts as a trickster, engaging in intentional deception and manipulation, demonstrating personified behavior beyond simple animal instinct."
m127b,ANTHROPOMORPHIC_ANIMAL,high,water,"The story centers on an animal acting with intent (setting a trap) and experiencing consequences, demonstrating personified behavior."
m127c,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the motif is an animal exhibiting human-like misinterpretation and reaction, projecting intent onto an inanimate object."
m128,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on animals being treated as possessions and subject to the hero's will, demonstrating projected personhood and agency onto them."
m129,PURE_NARRATIVE,high,none,This describes a plot of deception and social maneuvering with no element of perceived figures in nature or personification of natural phenomena.
m13,NATURE_SPIRIT_PERSONIFICATION,high,none,"The deity is a personified natural force (supreme being) granting requests, but the motif doesn't involve perceiving a figure *in* nature, nor transformation, animal personification, or pure narrative"
m130,ANTHROPOMORPHIC_ANIMAL,high,animal,The story centers on animals exhibiting human-like behavior – deception and self-preservation – making them function as characters with intent.
m130a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The bird actively *advises* and *helps* the herbivore, demonstrating personified intent and action beyond typical animal behavior."
m130b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The predator and bird are depicted with intentionality, relationships, and motivations equivalent to human actors, establishing them as personified animals."
m130c,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on animals acting with human-like intent and agency, specifically a mouse rescuing a lion."
m131,ANTHROPOMORPHIC_ANIMAL,high,plant,"The narrative centers on animal-like behavior (pursuit, seizing) and relies on deception involving a plant as a perceived obstacle, projecting agency onto both animal and plant."
m132,ANTHROPOMORPHIC_ANIMAL,medium,animal,"The enemy seizing someone by the ears and throwing them implies a bestial, animalistic action and treats the ears *as if* they were a handle or appendage for manipulation, projecting animal-like agenc"
m132a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on an animal (predator) misinterpreting a feature of another animal (ungulate) as intentional and dangerous, projecting personified intent onto the ungulate's ears."
m133,AUDITORY_PAREIDOLIA,medium,sound,"The wind is personified as an actor capable of *making* others act, implying a perceived agency and 'voice' within the natural sound of the wind itself."
m134,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story depicts animals acting in a distinctly human way – building and maintaining a precarious structure, implying intent and social dynamics."
m134a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on an animal acting with intent and agency, specifically the ability to destroy structures, which projects personhood onto the animal."
m134b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The wolf is depicted performing an action (being measured) typically associated with humans, implying personhood and agency."
m134c,ANTHROPOMORPHIC_ANIMAL,high,animal,"The wolf is depicted as acting with human-like gluttony and experiencing the consequences, projecting personhood onto the animal."
m135,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on animals acting with intent and engaging in conflict, effectively portraying them as personified agents."
m135a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on a wolf acting with human-like regret and engaging in bargaining, demonstrating personified behavior."
m136,TERRESTRIAL_PAREIDOLIA,high,landform,"The sickle's shape is misidentified as a beast, representing a visual perception of a figure in an object found on the land."
m136a,CELESTIAL_PAREIDOLIA,high,sky,"The motif directly involves perceiving and containing a celestial phenomenon (sunlight) as if it were a physical object, fitting the definition of visually perceiving a figure in a sky phenomenon."
m136b,METAMORPHOSIS,high,plant,"The core of the motif involves a direct action *causing* the transformation of the branch into a situation of falling, implying the branch *becomes* the source of the man's predicament."
m136c,PURE_NARRATIVE,high,animal,"The story focuses on a prediction and its fulfillment, lacking any element of perceived figures or personification in nature."
m136d,PURE_NARRATIVE,high,none,"The story focuses on social interaction and future possessions without attributing any personhood or form to natural phenomena; it's a tale of flawed planning and conflict, not pareidolia."
m137,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on animals behaving with human-like intent and demonstrating social behaviors like imitation and dominance, making it a clear case of anthropomorphic animal behavior."
m138,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the myth involves animals actively making choices about their lifespans and engaging in a transaction with humans, demonstrating personified agency."
m139,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on animals acting with intent and engaging in trickery, demonstrating personified animal behavior."
m13a,METAMORPHOSIS,high,landform,"The core of the motif is a person being *turned into* a stone, which directly fits the definition of metamorphosis prioritizing transformation over mere resemblance."
m140,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story involves a 'Trickster' figure enacting a deceptive plan, demonstrating personified intent and action, which aligns with the definition of an anthropomorphic animal motif."
m140a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The fox acts with intent, deception, and agency, essentially functioning as a person within the narrative."
m140b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The wolf and bird are acting as people, engaging in deception and artistic creation, demonstrating personified behavior."
m141,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story depicts animals behaving with human-like intent and engaging in a social dynamic (predation and survival) within a confined space, prioritizing animal agency over any natural feature's perso"
m141a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story features animals acting with human-like social dynamics (speaking, judging, being targeted for weakness) and ultimately being consumed based on those dynamics, indicating a projection of per"
m141b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on animals reacting as people would to a perceived threat, demonstrating projected personhood and intent."
m142,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on a fox acting with human-like agency and engaging in self-destructive behavior, projecting blame onto a body part as a person would."
m143,ANTHROPOMORPHIC_ANIMAL,high,animal,"The fox acts with intent, trickery, and self-preservation, exhibiting human-like behavior and agency."
m144,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story involves an animal deceiving another about the nature of an object, effectively projecting personhood and intent onto the wasp nest (treating it as a musical instrument) and othe"
m144a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on a trickster interacting with and exploiting a dangerous animal, attributing human-like cunning and being tricked to the animal itself."
m145,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on an animal behaving with human-like intent and engaging in social conflict, making it a clear case of anthropomorphic projection."
m146,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story features animals exhibiting intentional, deceptive behavior characteristic of personhood, prioritizing trickery over any natural phenomenon being perceived as having a face or spirit."
m147,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story features animals acting with human-like deception and belief, establishing them as personified agents rather than simply animals within a plot."
m147a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story features foxes exhibiting human-like behavior – meeting, speaking, and referencing a human marketplace, indicating personification of the animals."
m147b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on a fox exhibiting intentional, problem-solving behavior (removing fleas) which is a distinctly human-like trait."
m148,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the motif involves animals acting with intent and engaging in a deceptive agreement, demonstrating personified behavior."
m149,METAMORPHOSIS,high,landform,"The hero actively instructs others to identify him *as* a landform (stump/log) to deceive the antagonist, making the transformation central to the plot."
m149a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The tiger is depicted as capable of making and enforcing a treaty, demonstrating human-like intent and agency."
m149b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story involves perceiving dangerous intent and personality within animals (the 'dogs' inside), effectively granting them personhood and agency."
m14a,PURE_NARRATIVE,high,none,This is a story of revenge and violence with no element of perceived figures in nature or personification of natural phenomena.
m15,METAMORPHOSIS,high,plant,"The girl's fate *is* becoming part of the tree, explaining her presence there and motivating the rescue attempt; it's not merely resembling a tree or being near one."
m150,ANTHROPOMORPHIC_ANIMAL,high,animal,The core of the story is an animal acting as a person (herdsman) with human-like deceitful intent.
m151,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the motif is an animal acting with human-like intent and deception, essentially *being* a person in disguise."
m152,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on an animal acting with intent and being deceived, demonstrating personified behavior and interaction, making it a clear case of an animal embodying human-like traits."
m152a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on animals exhibiting intentional behavior (tying themselves together) for a social purpose (safety), effectively granting them personhood."
m152b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The lion attributes human-like qualities of bravery and cowardice to the donkey and itself, effectively projecting personhood onto these animals."
m152c,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on animals behaving with human-like personality, intent, and social interaction, making the animal the primary agent of the narrative."
m152d,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story centers on animals behaving as people, arguing and one threatening to eat the other, demonstrating personified intent and action."
m153,ANTHROPOMORPHIC_ANIMAL,high,animal,"The wolf/lion acts with intent and strategy, engaging in a deceptive interaction with the horse, demonstrating personified behavior."
m153a,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story features an animal acting with intent and engaging in a deceptive interaction, characteristic of anthropomorphic animal motifs."
m153b,ANTHROPOMORPHIC_ANIMAL,high,animal,"The story features an animal (wolf and horse) with agency and the ability to interact in a way that implies personhood, specifically the horse offering advice."
m154,ANTHROPOMORPHIC_ANIMAL,high,animal,"The core of the story revolves around the man understanding and interacting with animals *as if they were people* capable of speech and judgment, fitting the definition of anthropomorphic animals."
m154a,ANTHROPOMORPHIC_ANIMAL,high,animal,The story centers on animals exhibiting human-like behavior – deception and persuasion – establishing them as acting with intent and personality.
